,Unnamed: 0,+/-,3PA,3PM,AST,BLK,DKPoints,DREB,FGA,FGM,FTA,FTM,MIN,OREB,PF,PTS,REB,STL,TO,game_id,player,team,away_team_losses,away_team_wins,date,home_team,home_team_losses,home_team_score,home_team_wins,visit_team,visit_team_score,Home
1920,1920,22.0,3.0,3.0,5.0,0.0,58.25,3.0,26.0,15.0,8.0,7.0,34.0,2.0,1.0,40.0,5.0,2.0,2.0,400827985.0,Reggie Jackson,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1929,1929,,,,,,,,,,,,,,,,,,,400827985.0,Spencer Dinwiddie,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1922,1922,3.0,0.0,0.0,1.0,1.0,13.25,3.0,1.0,1.0,2.0,2.0,12.0,2.0,1.0,4.0,5.0,0.0,1.0,400827985.0,Aron Baynes,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1923,1923,21.0,3.0,2.0,0.0,1.0,11.0,0.0,4.0,2.0,0.0,0.0,22.0,0.0,3.0,6.0,0.0,1.0,0.0,400827985.0,Anthony Tolliver,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1924,1924,-9.0,2.0,0.0,0.0,0.0,2.5,0.0,4.0,1.0,2.0,1.0,20.0,0.0,0.0,3.0,0.0,0.0,1.0,400827985.0,Stanley Johnson,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1925,1925,-5.0,4.0,1.0,3.0,0.0,9.25,0.0,4.0,1.0,0.0,0.0,14.0,1.0,1.0,3.0,1.0,0.0,0.0,400827985.0,Steve Blake,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1926,1926,,,,,,,,,,,,,,,,,,,400827985.0,Reggie Bullock,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1927,1927,,,,,,,,,,,,,,,,,,,400827985.0,Darrun Hilliard,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1928,1928,,,,,,,,,,,,,,,,,,,400827985.0,Joel Anthony,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
1931,1931,-19.0,4.0,0.0,1.0,0.0,20.75,9.0,7.0,3.0,4.0,3.0,35.0,0.0,1.0,9.0,9.0,0.0,2.0,400827985.0,Al-Farouq Aminu,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1930,1930,-26.0,5.0,3.0,1.0,0.0,22.0,2.0,13.0,7.0,0.0,0.0,33.0,0.0,4.0,17.0,2.0,0.0,1.0,400827985.0,Meyers Leonard,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
515,515,-4.0,0.0,0.0,0.0,0.0,9.5,2.0,3.0,2.0,4.0,3.0,18.0,0.0,0.0,7.0,2.0,0.0,0.0,400827982.0,Lance Thomas,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
1921,1921,24.0,7.0,2.0,0.0,0.0,29.5,3.0,15.0,6.0,2.0,2.0,39.0,1.0,2.0,16.0,4.0,4.0,1.0,400827985.0,Kentavious Caldwell-Pope,Detroit Pistons,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,0
514,514,-10.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,1.0,11.0,1.0,0.0,1.0,2.0,0.0,0.0,400827982.0,Kyle O'Quinn,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
492,492,-12.0,1.0,0.0,3.0,0.0,24.25,6.0,12.0,3.0,0.0,0.0,30.0,5.0,4.0,6.0,11.0,0.0,0.0,400827982.0,Julius Randle,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
512,512,0.0,0.0,0.0,0.0,2.0,9.25,2.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,1.0,1.0,400827982.0,Kevin Seraphin,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
1812,1812,,,,,,,,,,,,,,,,,,,400827981.0,Joe Harris,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1811,1811,,,,,,,,,,,,,,,,,,,400827981.0,Sasha Kaun,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1810,1810,,,,,,,,,,,,,,,,,,,400827981.0,Anderson Varejao,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1809,1809,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,400827981.0,James Jones,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1808,1808,13.0,2.0,1.0,9.0,0.0,23.75,3.0,3.0,2.0,0.0,0.0,33.0,0.0,3.0,5.0,3.0,1.0,2.0,400827981.0,Matthew Dellavedova,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1807,1807,-7.0,3.0,1.0,0.0,0.0,5.5,0.0,5.0,2.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,400827981.0,Jared Cunningham,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1806,1806,6.0,0.0,0.0,1.0,0.0,31.5,5.0,8.0,7.0,4.0,2.0,30.0,3.0,3.0,16.0,8.0,2.0,0.0,400827981.0,Tristan Thompson,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1805,1805,11.0,5.0,2.0,8.0,0.0,28.25,4.0,15.0,4.0,0.0,0.0,38.0,1.0,2.0,10.0,5.0,0.0,2.0,400827981.0,Mo Williams,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1804,1804,-12.0,2.0,1.0,0.0,1.0,19.0,4.0,5.0,2.0,5.0,4.0,23.0,2.0,3.0,9.0,6.0,0.0,0.0,400827981.0,Timofey Mozgov,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
1933,1933,-15.0,9.0,4.0,11.0,0.0,50.5,4.0,15.0,8.0,7.0,6.0,35.0,0.0,3.0,26.0,4.0,1.0,5.0,400827985.0,Damian Lillard,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
493,493,-1.0,10.0,2.0,3.0,0.0,27.5,2.0,19.0,6.0,7.0,4.0,32.0,0.0,2.0,18.0,2.0,1.0,1.0,400827982.0,Kobe Bryant,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
494,494,-1.0,0.0,0.0,2.0,2.0,39.0,8.0,9.0,5.0,10.0,8.0,33.0,2.0,4.0,18.0,10.0,0.0,0.0,400827982.0,Roy Hibbert,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
495,495,-5.0,3.0,2.0,1.0,0.0,16.0,2.0,13.0,4.0,0.0,0.0,29.0,0.0,0.0,10.0,2.0,1.0,2.0,400827982.0,Jordan Clarkson,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
496,496,-11.0,0.0,0.0,3.0,0.0,21.75,3.0,7.0,3.0,1.0,0.0,28.0,2.0,2.0,6.0,5.0,3.0,2.0,400827982.0,D'Angelo Russell,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
497,497,4.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,1.0,0.0,0.0,17.0,1.0,3.0,2.0,6.0,0.0,1.0,400827982.0,Larry Nance Jr.,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
498,498,-3.0,2.0,2.0,1.0,1.0,19.5,4.0,4.0,3.0,0.0,0.0,16.0,0.0,2.0,8.0,4.0,1.0,0.0,400827982.0,Metta World Peace,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
499,499,5.0,5.0,2.0,0.0,0.0,11.0,0.0,10.0,4.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,400827982.0,Nick Young,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
500,500,-3.0,0.0,0.0,1.0,0.0,13.5,3.0,6.0,4.0,2.0,0.0,15.0,1.0,2.0,8.0,4.0,0.0,2.0,400827982.0,Tarik Black,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
501,501,7.0,6.0,1.0,5.0,0.0,21.0,1.0,12.0,3.0,3.0,2.0,21.0,1.0,1.0,9.0,2.0,1.0,1.0,400827982.0,Louis Williams,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
502,502,,,,,,,,,,,,,,,,,,,400827982.0,Ryan Kelly,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
503,503,,,,,,,,,,,,,,,,,,,400827982.0,Brandon Bass,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
504,504,,,,,,,,,,,,,,,,,,,400827982.0,Anthony Brown,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
505,505,,,,,,,,,,,,,,,,,,,400827982.0,Robert Sacre,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
506,506,,,,,,,,,,,,,,,,,,,400827982.0,Marcelo Huertas,Los Angeles Lakers,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,0
507,507,18.0,3.0,1.0,1.0,2.0,32.0,8.0,10.0,3.0,6.0,5.0,26.0,2.0,4.0,12.0,10.0,0.0,0.0,400827982.0,Kristaps Porzingis,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
508,508,6.0,6.0,2.0,2.0,0.0,37.0,8.0,20.0,8.0,6.0,6.0,35.0,0.0,4.0,24.0,8.0,0.0,2.0,400827982.0,Carmelo Anthony,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
509,509,5.0,0.0,0.0,4.0,1.0,38.75,8.0,9.0,5.0,4.0,4.0,31.0,5.0,3.0,14.0,13.0,0.0,2.0,400827982.0,Robin Lopez,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
510,510,5.0,6.0,2.0,3.0,0.0,29.25,4.0,12.0,6.0,0.0,0.0,35.0,1.0,1.0,14.0,5.0,2.0,1.0,400827982.0,Jose Calderon,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
511,511,-8.0,4.0,1.0,1.0,0.0,11.5,2.0,7.0,2.0,0.0,0.0,15.0,0.0,0.0,5.0,2.0,1.0,0.0,400827982.0,Sasha Vujacic,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
513,513,-3.0,0.0,0.0,1.0,0.0,8.25,1.0,4.0,1.0,6.0,4.0,15.0,0.0,0.0,6.0,1.0,0.0,1.0,400827982.0,Derrick Williams,New York Knicks,5,1,2015-11-08 00:00:00,New York Knicks,4,99,3,Los Angeles Lakers,95,1
1934,1934,-20.0,4.0,0.0,2.0,0.0,26.0,4.0,17.0,8.0,2.0,2.0,34.0,0.0,5.0,18.0,4.0,1.0,4.0,400827985.0,C.J. McCollum,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1792,1792,-6.0,5.0,0.0,5.0,0.0,27.75,4.0,16.0,6.0,2.0,2.0,40.0,1.0,2.0,14.0,5.0,0.0,0.0,400827981.0,George Hill,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1936,1936,9.0,0.0,0.0,1.0,0.0,8.75,2.0,3.0,2.0,0.0,0.0,10.0,1.0,1.0,4.0,3.0,0.0,1.0,400827985.0,Noah Vonleh,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1935,1935,6.0,0.0,0.0,1.0,1.0,14.5,5.0,3.0,2.0,2.0,0.0,20.0,1.0,2.0,4.0,6.0,0.0,1.0,400827985.0,Ed Davis,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1942,1942,,,,,,,,,,,,,,,,,,,400827985.0,Pat Connaughton,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1941,1941,,,,,,,,,,,,,,,,,,,400827985.0,Tim Frazier,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1940,1940,,,,,,,,,,,,,,,,,,,400827985.0,Chris Kaman,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1939,1939,,,,,,,,,,,,,,,,,,,400827985.0,Cliff Alexander,Portland Trail Blazers,1,5,2015-11-08 00:00:00,Portland Trail Blazers,3,103,4,Detroit Pistons,120,1
1477,1477,-29.0,1.0,0.0,0.0,0.0,25.75,3.0,20.0,7.0,6.0,5.0,34.0,2.0,4.0,19.0,5.0,1.0,3.0,400827984.0,Markieff Morris,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1478,1478,-24.0,2.0,1.0,1.0,0.0,11.5,3.0,5.0,1.0,0.0,0.0,21.0,1.0,1.0,3.0,4.0,1.0,1.0,400827984.0,P.J. Tucker,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1479,1479,-25.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,0.0,2.0,1.0,24.0,1.0,2.0,1.0,8.0,1.0,2.0,400827984.0,Tyson Chandler,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1480,1480,-13.0,2.0,2.0,11.0,0.0,48.5,1.0,15.0,10.0,7.0,6.0,37.0,1.0,4.0,28.0,2.0,0.0,2.0,400827984.0,Eric Bledsoe,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
838,838,-14.0,0.0,0.0,0.0,1.0,18.75,4.0,2.0,1.0,3.0,3.0,15.0,3.0,2.0,5.0,7.0,2.0,2.0,400827983.0,Bismack Biyombo,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
1482,1482,5.0,2.0,1.0,0.0,0.0,9.5,0.0,6.0,3.0,0.0,0.0,12.0,0.0,3.0,7.0,0.0,1.0,0.0,400827984.0,Jon Leuer,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1483,1483,3.0,2.0,1.0,0.0,0.0,4.75,0.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,3.0,1.0,0.0,0.0,400827984.0,Mirza Teletovic,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1484,1484,1.0,0.0,0.0,0.0,0.0,18.5,2.0,10.0,7.0,3.0,3.0,23.0,0.0,0.0,17.0,2.0,0.0,2.0,400827984.0,T.J. Warren,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1485,1485,4.0,0.0,0.0,0.0,0.0,17.25,4.0,3.0,2.0,4.0,4.0,20.0,1.0,2.0,8.0,5.0,2.0,2.0,400827984.0,Alex Len,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1486,1486,-3.0,0.0,0.0,2.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,400827984.0,Ronnie Price,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
831,831,-3.0,2.0,1.0,1.0,1.0,15.5,4.0,5.0,3.0,0.0,0.0,22.0,0.0,3.0,7.0,4.0,0.0,1.0,400827983.0,Luis Scola,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
1487,1487,4.0,1.0,0.0,2.0,0.0,7.5,2.0,2.0,1.0,4.0,1.0,14.0,0.0,1.0,3.0,2.0,0.0,2.0,400827984.0,Archie Goodwin,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
832,832,-4.0,0.0,0.0,2.0,0.0,19.75,6.0,5.0,3.0,4.0,1.0,26.0,1.0,3.0,7.0,7.0,1.0,2.0,400827983.0,James Johnson,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
834,834,-16.0,8.0,2.0,8.0,0.0,36.5,5.0,16.0,4.0,6.0,5.0,37.0,1.0,2.0,15.0,6.0,1.0,2.0,400827983.0,Kyle Lowry,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
839,839,-15.0,3.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,2.0,1.0,1.0,400827983.0,Terrence Ross,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
840,840,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,400827983.0,Lucas Nogueira,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
841,841,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,400827983.0,Delon Wright,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
842,842,-15.0,0.0,0.0,1.0,2.0,14.0,4.0,3.0,2.0,0.0,0.0,23.0,0.0,2.0,4.0,4.0,0.0,1.0,400827983.0,Cory Joseph,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
843,843,0.0,0.0,0.0,0.0,0.0,1.25,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,400827983.0,Norman Powell,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
844,844,15.0,7.0,4.0,1.0,0.0,38.5,7.0,14.0,8.0,5.0,3.0,30.0,1.0,3.0,23.0,8.0,1.0,0.0,400827983.0,Chris Bosh,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
845,845,2.0,3.0,1.0,1.0,0.0,16.25,4.0,7.0,2.0,2.0,1.0,29.0,1.0,2.0,6.0,5.0,1.0,0.0,400827983.0,Luol Deng,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
846,846,2.0,0.0,0.0,0.0,6.0,49.25,5.0,15.0,8.0,5.0,4.0,25.0,6.0,2.0,20.0,11.0,1.0,0.0,400827983.0,Hassan Whiteside,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
847,847,3.0,1.0,1.0,2.0,1.0,20.75,2.0,13.0,4.0,4.0,3.0,25.0,1.0,1.0,12.0,3.0,0.0,1.0,400827983.0,Dwyane Wade,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
848,848,4.0,3.0,0.0,3.0,0.0,8.0,2.0,5.0,1.0,0.0,0.0,26.0,0.0,1.0,2.0,2.0,0.0,2.0,400827983.0,Goran Dragic,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
849,849,19.0,2.0,0.0,3.0,0.0,18.75,0.0,7.0,2.0,2.0,1.0,19.0,3.0,1.0,5.0,3.0,3.0,1.0,400827983.0,Josh McRoberts,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
850,850,3.0,0.0,0.0,0.0,0.0,1.25,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,400827983.0,Udonis Haslem,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
851,851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,400827983.0,James Ennis,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
836,836,-8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,400827983.0,Anthony Bennett,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
835,835,-8.0,3.0,0.0,3.0,0.0,18.75,1.0,14.0,5.0,6.0,6.0,36.0,0.0,3.0,16.0,1.0,0.0,6.0,400827983.0,DeMar DeRozan,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
833,833,-7.0,0.0,0.0,0.0,0.0,25.25,4.0,12.0,8.0,2.0,1.0,28.0,1.0,1.0,17.0,5.0,1.0,0.0,400827983.0,Jonas Valanciunas,Toronto Raptors,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,0
1488,1488,-5.0,0.0,0.0,1.0,0.0,1.5,0.0,3.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,400827984.0,Devin Booker,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1481,1481,-23.0,6.0,2.0,1.0,1.0,19.5,4.0,14.0,6.0,0.0,0.0,32.0,0.0,2.0,14.0,4.0,0.0,8.0,400827984.0,Brandon Knight,Phoenix Suns,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,0
1490,1490,36.0,2.0,0.0,1.0,0.0,24.25,5.0,12.0,5.0,0.0,0.0,37.0,4.0,4.0,10.0,9.0,1.0,1.0,400827984.0,Serge Ibaka,Oklahoma City Thunder,4,3,2015-11-08 00:00:00,Oklahoma City Thunder,3,124,4,Phoenix Suns,103,1
856,856,,,,,,,,,,,,,,,,,,,400827983.0,Amar'e Stoudemire,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
1788,1788,5.0,6.0,3.0,6.0,0.0,55.75,9.0,21.0,11.0,8.0,7.0,39.0,2.0,5.0,32.0,11.0,0.0,4.0,400827981.0,Paul George,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1789,1789,-8.0,0.0,0.0,1.0,1.0,16.0,2.0,4.0,3.0,2.0,0.0,20.0,0.0,3.0,6.0,2.0,2.0,0.0,400827981.0,Ian Mahinmi,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1790,1790,2.0,0.0,0.0,3.0,0.0,28.75,4.0,15.0,3.0,1.0,1.0,32.0,7.0,2.0,7.0,11.0,2.0,1.0,400827981.0,Jordan Hill,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1791,1791,-6.0,4.0,2.0,3.0,0.0,38.75,5.0,17.0,10.0,4.0,3.0,34.0,0.0,2.0,25.0,5.0,1.0,0.0,400827981.0,Monta Ellis,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1793,1793,4.0,0.0,0.0,3.0,2.0,18.5,7.0,5.0,0.0,0.0,0.0,25.0,1.0,3.0,0.0,8.0,0.0,0.0,400827981.0,Lavoy Allen,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1794,1794,-7.0,0.0,0.0,0.0,1.0,9.25,1.0,4.0,3.0,0.0,0.0,18.0,0.0,2.0,6.0,1.0,0.0,0.0,400827981.0,Myles Turner,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1795,1795,1.0,2.0,1.0,0.0,0.0,7.5,1.0,4.0,2.0,2.0,0.0,18.0,1.0,1.0,5.0,2.0,0.0,1.0,400827981.0,Chase Budinger,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
855,855,,,,,,,,,,,,,,,,,,,400827983.0,Chris Andersen,Miami Heat,2,5,2015-11-08 00:00:00,Miami Heat,3,96,4,Toronto Raptors,76,1
1796,1796,-5.0,1.0,0.0,1.0,0.0,5.5,2.0,4.0,1.0,0.0,0.0,13.0,0.0,0.0,2.0,2.0,0.0,1.0,400827981.0,Glenn Robinson III,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1798,1798,,,,,,,,,,,,,,,,,,,400827981.0,Joe Young,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1799,1799,,,,,,,,,,,,,,,,,,,400827981.0,Rodney Stuckey,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1800,1800,,,,,,,,,,,,,,,,,,,400827981.0,C.J. Miles,Indiana Pacers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,0
1801,1801,14.0,6.0,2.0,2.0,3.0,56.25,15.0,18.0,9.0,2.0,2.0,39.0,4.0,3.0,22.0,19.0,0.0,2.0,400827981.0,Kevin Love,Cleveland Cavaliers,4,3,2015-11-08 00:00:00,Cleveland Cavaliers,1,101,6,Indiana Pacers,97,1
